target_node,root_cause_node,issue_type,severity,affected_column,paths,IssueNumber,DetailedPathDescription,timestamp,textual_representation,structured_textual_summary
lambda_step_readDDB_AWS::Lambda::Function,lambda_step_readDDB,latency,0.051418269,availability_Average,"['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'DynamoDB_AWS::DynamoDB']",1_27,"The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine to lambda_step_readDDB_AWS::Lambda to lambda_step_readDDB_AWS::Lambda::Function to lambda_step_readDDB, to DynamoDB_AWS::DynamoDB.",2023-04-18 21:52,"On 2023-04-18 21:52, a latency issue with severity 0.05 was detected. Root Cause Node: lambda_step_readDDB, Target Node: lambda_step_readDDB_AWS::Lambda::Function, Affected Metric: availability_Average. Path: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'DynamoDB_AWS::DynamoDB']","On 2023-04-18 21:52, a latency issue was detected. The issue had a severity of 0.05, with 'lambda_step_readDDB' identified as the root cause and 'lambda_step_readDDB_AWS::Lambda::Function' as the target. The affected metric was 'availability_Average'. The path involved: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'DynamoDB_AWS::DynamoDB']."
Evidently_AWS::Evidently,StepFnStateMachine76D362E8-T67Tg48ke8oK_client,latency,0.050158454,latency_Average,"['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function', 'lambda_step_priceLessThan55', 'Evidently_AWS::Evidently']",0_43,"The path of the issue is from StepFnStateMachine76D362E8-T67Tg48ke8oK_client, through AWS::StepFunctions::StateMachine to lambda_step_priceLessThan55_AWS::Lambda to lambda_step_priceLessThan55_AWS::Lambda::Function to lambda_step_priceLessThan55, to Evidently_AWS::Evidently.",2023-04-18 22:22,"On 2023-04-18 22:22, a latency issue with severity 0.05 was detected. Root Cause Node: StepFnStateMachine76D362E8-T67Tg48ke8oK_client, Target Node: Evidently_AWS::Evidently, Affected Metric: latency_Average. Path: ['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function', 'lambda_step_priceLessThan55', 'Evidently_AWS::Evidently']","On 2023-04-18 22:22, a latency issue was detected. The issue had a severity of 0.05, with 'StepFnStateMachine76D362E8-T67Tg48ke8oK_client' identified as the root cause and 'Evidently_AWS::Evidently' as the target. The affected metric was 'latency_Average'. The path involved: ['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function', 'lambda_step_priceLessThan55', 'Evidently_AWS::Evidently']."
petlistadoptions_client,petlistadoptions_AWS::ECS::Fargate,latency,0.041138177,latency_p99,"['petlistadoptions_client', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']",2_37,"The path of the issue is from petlistadoptions_client, through petlistadoptions_AWS::ECS::Fargate to PetSearch_AWS::ECS::Fargate, to 169.254.170.2_remote.",2023-04-19 5:27,"On 2023-04-19 5:27, a latency issue with severity 0.04 was detected. Root Cause Node: petlistadoptions_AWS::ECS::Fargate, Target Node: petlistadoptions_client, Affected Metric: latency_p99. Path: ['petlistadoptions_client', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']","On 2023-04-19 5:27, a latency issue was detected. The issue had a severity of 0.04, with 'petlistadoptions_AWS::ECS::Fargate' identified as the root cause and 'petlistadoptions_client' as the target. The affected metric was 'latency_p99'. The path involved: ['petlistadoptions_client', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']."
S3_AWS::S3,PetSearch_AWS::ECS::Fargate,latency,0.073718717,latency_p99,"['PetSearch_client', 'PetSearch_AWS::ECS::Fargate', 'S3_AWS::S3']",1_28,"The path of the issue is from PetSearch_client, through PetSearch_AWS::ECS::Fargate, to S3_AWS::S3.",2023-04-18 21:52,"On 2023-04-18 21:52, a latency issue with severity 0.07 was detected. Root Cause Node: PetSearch_AWS::ECS::Fargate, Target Node: S3_AWS::S3, Affected Metric: latency_p99. Path: ['PetSearch_client', 'PetSearch_AWS::ECS::Fargate', 'S3_AWS::S3']","On 2023-04-18 21:52, a latency issue was detected. The issue had a severity of 0.07, with 'PetSearch_AWS::ECS::Fargate' identified as the root cause and 'S3_AWS::S3' as the target. The affected metric was 'latency_p99'. The path involved: ['PetSearch_client', 'PetSearch_AWS::ECS::Fargate', 'S3_AWS::S3']."
PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage,lambdastatusupdater_AWS::Lambda,latency,0.091943439,availability_Average,"['PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage', 'lambdastatusupdater_AWS::Lambda']",0_16,The path of the issue is from PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage to lambdastatusupdater_AWS::Lambda.,2023-04-18 22:22,"On 2023-04-18 22:22, a latency issue with severity 0.09 was detected. Root Cause Node: lambdastatusupdater_AWS::Lambda, Target Node: PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage, Affected Metric: availability_Average. Path: ['PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage', 'lambdastatusupdater_AWS::Lambda']","On 2023-04-18 22:22, a latency issue was detected. The issue had a severity of 0.09, with 'lambdastatusupdater_AWS::Lambda' identified as the root cause and 'PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage' as the target. The affected metric was 'availability_Average'. The path involved: ['PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage', 'lambdastatusupdater_AWS::Lambda']."
169.254.170.2_remote,petlistadoptions_AWS::ECS::Fargate,latency,0.078711435,latency_p50,"['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']",2_49,"The path of the issue is from PetSite, through petlistadoptions_AWS::ECS::Fargate to PetSearch_AWS::ECS::Fargate, to 169.254.170.2_remote.",2023-04-19 5:27,"On 2023-04-19 5:27, a latency issue with severity 0.08 was detected. Root Cause Node: petlistadoptions_AWS::ECS::Fargate, Target Node: 169.254.170.2_remote, Affected Metric: latency_p50. Path: ['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']","On 2023-04-19 5:27, a latency issue was detected. The issue had a severity of 0.08, with 'petlistadoptions_AWS::ECS::Fargate' identified as the root cause and '169.254.170.2_remote' as the target. The affected metric was 'latency_p50'. The path involved: ['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']."
payforadoption_AWS::ECS::Container,amazon.com_remote,latency,0.12644677,latency_p90,"['payforadoption_AWS::ECS::Container', 'amazon.com_remote']",1_21,The path of the issue is from payforadoption_AWS::ECS::Container to amazon.com_remote.,2023-04-18 21:52,"On 2023-04-18 21:52, a latency issue with severity 0.13 was detected. Root Cause Node: amazon.com_remote, Target Node: payforadoption_AWS::ECS::Container, Affected Metric: latency_p90. Path: ['payforadoption_AWS::ECS::Container', 'amazon.com_remote']","On 2023-04-18 21:52, a latency issue was detected. The issue had a severity of 0.13, with 'amazon.com_remote' identified as the root cause and 'payforadoption_AWS::ECS::Container' as the target. The affected metric was 'latency_p90'. The path involved: ['payforadoption_AWS::ECS::Container', 'amazon.com_remote']."
PetSite,PetSearch_AWS::ECS::Fargate,latency,0.050333149,latency_Average,"['PetSite', 'PetSearch_AWS::ECS::Fargate']",0_40,The path of the issue is from PetSite to PetSearch_AWS::ECS::Fargate.,2023-04-18 22:22,"On 2023-04-18 22:22, a latency issue with severity 0.05 was detected. Root Cause Node: PetSearch_AWS::ECS::Fargate, Target Node: PetSite, Affected Metric: latency_Average. Path: ['PetSite', 'PetSearch_AWS::ECS::Fargate']","On 2023-04-18 22:22, a latency issue was detected. The issue had a severity of 0.05, with 'PetSearch_AWS::ECS::Fargate' identified as the root cause and 'PetSite' as the target. The affected metric was 'latency_Average'. The path involved: ['PetSite', 'PetSearch_AWS::ECS::Fargate']."
AWS::StepFunctions::StateMachine,StepFnStateMachine76D362E8-T67Tg48ke8oK_client,latency,0.040083891,latency_p99,"['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function']",2_15,"The path of the issue is from StepFnStateMachine76D362E8-T67Tg48ke8oK_client, through AWS::StepFunctions::StateMachine to lambda_step_readDDB_AWS::Lambda, to lambda_step_readDDB_AWS::Lambda::Function.",2023-04-19 5:27,"On 2023-04-19 5:27, a latency issue with severity 0.04 was detected. Root Cause Node: StepFnStateMachine76D362E8-T67Tg48ke8oK_client, Target Node: AWS::StepFunctions::StateMachine, Affected Metric: latency_p99. Path: ['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function']","On 2023-04-19 5:27, a latency issue was detected. The issue had a severity of 0.04, with 'StepFnStateMachine76D362E8-T67Tg48ke8oK_client' identified as the root cause and 'AWS::StepFunctions::StateMachine' as the target. The affected metric was 'latency_p99'. The path involved: ['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function']."
PetSite,AWS::StepFunctions::StateMachine,latency,0.069288316,latency_p90,"['PetSite', 'AWS::StepFunctions::StateMachine']",2_9,The path of the issue is from PetSite to AWS::StepFunctions::StateMachine.,2023-04-19 5:27,"On 2023-04-19 5:27, a latency issue with severity 0.07 was detected. Root Cause Node: AWS::StepFunctions::StateMachine, Target Node: PetSite, Affected Metric: latency_p90. Path: ['PetSite', 'AWS::StepFunctions::StateMachine']","On 2023-04-19 5:27, a latency issue was detected. The issue had a severity of 0.07, with 'AWS::StepFunctions::StateMachine' identified as the root cause and 'PetSite' as the target. The affected metric was 'latency_p90'. The path involved: ['PetSite', 'AWS::StepFunctions::StateMachine']."
PetSearch_AWS::ECS::Fargate,PetSearch_client,latency,0.042730043,latency_p99,"['PetSearch_client', 'PetSearch_AWS::ECS::Fargate', 'petInfo_AWS::DynamoDB::Table']",1_31,"The path of the issue is from PetSearch_client, through PetSearch_AWS::ECS::Fargate, to petInfo_AWS::DynamoDB::Table.",2023-04-18 21:52,"On 2023-04-18 21:52, a latency issue with severity 0.04 was detected. Root Cause Node: PetSearch_client, Target Node: PetSearch_AWS::ECS::Fargate, Affected Metric: latency_p99. Path: ['PetSearch_client', 'PetSearch_AWS::ECS::Fargate', 'petInfo_AWS::DynamoDB::Table']","On 2023-04-18 21:52, a latency issue was detected. The issue had a severity of 0.04, with 'PetSearch_client' identified as the root cause and 'PetSearch_AWS::ECS::Fargate' as the target. The affected metric was 'latency_p99'. The path involved: ['PetSearch_client', 'PetSearch_AWS::ECS::Fargate', 'petInfo_AWS::DynamoDB::Table']."
PetSearch_AWS::ECS::Fargate,PetSearch_client,latency,0.120297232,latency_Average,"['PetSearch_client', 'PetSearch_AWS::ECS::Fargate', 'petInfo_AWS::DynamoDB::Table']",0_42,"The path of the issue is from PetSearch_client, through PetSearch_AWS::ECS::Fargate, to petInfo_AWS::DynamoDB::Table.",2023-04-18 22:22,"On 2023-04-18 22:22, a latency issue with severity 0.12 was detected. Root Cause Node: PetSearch_client, Target Node: PetSearch_AWS::ECS::Fargate, Affected Metric: latency_Average. Path: ['PetSearch_client', 'PetSearch_AWS::ECS::Fargate', 'petInfo_AWS::DynamoDB::Table']","On 2023-04-18 22:22, a latency issue was detected. The issue had a severity of 0.12, with 'PetSearch_client' identified as the root cause and 'PetSearch_AWS::ECS::Fargate' as the target. The affected metric was 'latency_Average'. The path involved: ['PetSearch_client', 'PetSearch_AWS::ECS::Fargate', 'petInfo_AWS::DynamoDB::Table']."
petInfo_AWS::DynamoDB::Table,lambdastatusupdater_AWS::Lambda::Function,latency,0.068758571,latency_p99,"['lambdastatusupdater_AWS::Lambda::Function', 'petInfo_AWS::DynamoDB::Table']",2_16,The path of the issue is from lambdastatusupdater_AWS::Lambda::Function to petInfo_AWS::DynamoDB::Table.,2023-04-19 5:27,"On 2023-04-19 5:27, a latency issue with severity 0.07 was detected. Root Cause Node: lambdastatusupdater_AWS::Lambda::Function, Target Node: petInfo_AWS::DynamoDB::Table, Affected Metric: latency_p99. Path: ['lambdastatusupdater_AWS::Lambda::Function', 'petInfo_AWS::DynamoDB::Table']","On 2023-04-19 5:27, a latency issue was detected. The issue had a severity of 0.07, with 'lambdastatusupdater_AWS::Lambda::Function' identified as the root cause and 'petInfo_AWS::DynamoDB::Table' as the target. The affected metric was 'latency_p99'. The path involved: ['lambdastatusupdater_AWS::Lambda::Function', 'petInfo_AWS::DynamoDB::Table']."
AWS::StepFunctions::StateMachine,PetSite,latency,0.109575808,availability_Average,"['PetSite', 'AWS::StepFunctions::StateMachine']",2_10,The path of the issue is from PetSite to AWS::StepFunctions::StateMachine.,2023-04-19 5:27,"On 2023-04-19 5:27, a latency issue with severity 0.11 was detected. Root Cause Node: PetSite, Target Node: AWS::StepFunctions::StateMachine, Affected Metric: availability_Average. Path: ['PetSite', 'AWS::StepFunctions::StateMachine']","On 2023-04-19 5:27, a latency issue was detected. The issue had a severity of 0.11, with 'PetSite' identified as the root cause and 'AWS::StepFunctions::StateMachine' as the target. The affected metric was 'availability_Average'. The path involved: ['PetSite', 'AWS::StepFunctions::StateMachine']."
lambda_step_priceGreaterThan55_AWS::Lambda,AWS::StepFunctions::StateMachine,latency,0.099965536,latency_p90,"['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda']",1_43,"The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine, to lambda_step_priceGreaterThan55_AWS::Lambda.",2023-04-18 21:52,"On 2023-04-18 21:52, a latency issue with severity 0.10 was detected. Root Cause Node: AWS::StepFunctions::StateMachine, Target Node: lambda_step_priceGreaterThan55_AWS::Lambda, Affected Metric: latency_p90. Path: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda']","On 2023-04-18 21:52, a latency issue was detected. The issue had a severity of 0.10, with 'AWS::StepFunctions::StateMachine' identified as the root cause and 'lambda_step_priceGreaterThan55_AWS::Lambda' as the target. The affected metric was 'latency_p90'. The path involved: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda']."
PetSite,SimpleNotificationService_AWS::SimpleNotificationService,latency,0.123486804,availability_Average,"['PetSite', 'SimpleNotificationService_AWS::SimpleNotificationService']",1_8,The path of the issue is from PetSite to SimpleNotificationService_AWS::SimpleNotificationService.,2023-04-18 21:52,"On 2023-04-18 21:52, a latency issue with severity 0.12 was detected. Root Cause Node: SimpleNotificationService_AWS::SimpleNotificationService, Target Node: PetSite, Affected Metric: availability_Average. Path: ['PetSite', 'SimpleNotificationService_AWS::SimpleNotificationService']","On 2023-04-18 21:52, a latency issue was detected. The issue had a severity of 0.12, with 'SimpleNotificationService_AWS::SimpleNotificationService' identified as the root cause and 'PetSite' as the target. The affected metric was 'availability_Average'. The path involved: ['PetSite', 'SimpleNotificationService_AWS::SimpleNotificationService']."
lambdastatusupdater_AWS::Lambda::Function,invalid_AWS::DynamoDB::Table,latency,0.110943337,latency_p99,"['lambdastatusupdater_AWS::Lambda::Function', 'invalid_AWS::DynamoDB::Table']",2_44,The path of the issue is from lambdastatusupdater_AWS::Lambda::Function to invalid_AWS::DynamoDB::Table.,2023-04-19 5:27,"On 2023-04-19 5:27, a latency issue with severity 0.11 was detected. Root Cause Node: invalid_AWS::DynamoDB::Table, Target Node: lambdastatusupdater_AWS::Lambda::Function, Affected Metric: latency_p99. Path: ['lambdastatusupdater_AWS::Lambda::Function', 'invalid_AWS::DynamoDB::Table']","On 2023-04-19 5:27, a latency issue was detected. The issue had a severity of 0.11, with 'invalid_AWS::DynamoDB::Table' identified as the root cause and 'lambdastatusupdater_AWS::Lambda::Function' as the target. The affected metric was 'latency_p99'. The path involved: ['lambdastatusupdater_AWS::Lambda::Function', 'invalid_AWS::DynamoDB::Table']."
PetSearch_client,PetSearch_AWS::ECS::Fargate,latency,0.041660541,latency_p95,"['PetSearch_client', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']",0_6,"The path of the issue is from PetSearch_client, through PetSearch_AWS::ECS::Fargate, to 169.254.170.2_remote.",2023-04-18 22:22,"On 2023-04-18 22:22, a latency issue with severity 0.04 was detected. Root Cause Node: PetSearch_AWS::ECS::Fargate, Target Node: PetSearch_client, Affected Metric: latency_p95. Path: ['PetSearch_client', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']","On 2023-04-18 22:22, a latency issue was detected. The issue had a severity of 0.04, with 'PetSearch_AWS::ECS::Fargate' identified as the root cause and 'PetSearch_client' as the target. The affected metric was 'latency_p95'. The path involved: ['PetSearch_client', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']."
PetSearch_AWS::ECS::Fargate,petlistadoptions_AWS::ECS::Fargate,latency,0.080154639,latency_p99,"['petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate']",0_2,The path of the issue is from petlistadoptions_AWS::ECS::Fargate to PetSearch_AWS::ECS::Fargate.,2023-04-18 22:22,"On 2023-04-18 22:22, a latency issue with severity 0.08 was detected. Root Cause Node: petlistadoptions_AWS::ECS::Fargate, Target Node: PetSearch_AWS::ECS::Fargate, Affected Metric: latency_p99. Path: ['petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate']","On 2023-04-18 22:22, a latency issue was detected. The issue had a severity of 0.08, with 'petlistadoptions_AWS::ECS::Fargate' identified as the root cause and 'PetSearch_AWS::ECS::Fargate' as the target. The affected metric was 'latency_p99'. The path involved: ['petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate']."
PetSearch_AWS::ECS::Fargate,petInfo_AWS::DynamoDB::Table,latency,0.119255293,latency_Average,"['PetSearch_AWS::ECS::Fargate', 'petInfo_AWS::DynamoDB::Table']",1_30,The path of the issue is from PetSearch_AWS::ECS::Fargate to petInfo_AWS::DynamoDB::Table.,2023-04-18 21:52,"On 2023-04-18 21:52, a latency issue with severity 0.12 was detected. Root Cause Node: petInfo_AWS::DynamoDB::Table, Target Node: PetSearch_AWS::ECS::Fargate, Affected Metric: latency_Average. Path: ['PetSearch_AWS::ECS::Fargate', 'petInfo_AWS::DynamoDB::Table']","On 2023-04-18 21:52, a latency issue was detected. The issue had a severity of 0.12, with 'petInfo_AWS::DynamoDB::Table' identified as the root cause and 'PetSearch_AWS::ECS::Fargate' as the target. The affected metric was 'latency_Average'. The path involved: ['PetSearch_AWS::ECS::Fargate', 'petInfo_AWS::DynamoDB::Table']."
PetSite,lambda_step_readDDB_AWS::Lambda,latency,0.104625487,latency_Average,"['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda']",2_40,"The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine, to lambda_step_readDDB_AWS::Lambda.",2023-04-19 5:27,"On 2023-04-19 5:27, a latency issue with severity 0.10 was detected. Root Cause Node: lambda_step_readDDB_AWS::Lambda, Target Node: PetSite, Affected Metric: latency_Average. Path: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda']","On 2023-04-19 5:27, a latency issue was detected. The issue had a severity of 0.10, with 'lambda_step_readDDB_AWS::Lambda' identified as the root cause and 'PetSite' as the target. The affected metric was 'latency_Average'. The path involved: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda']."
PetSite,lambda_step_priceLessThan55_AWS::Lambda,latency,0.074080786,availability_Average,"['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda']",0_5,"The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine, to lambda_step_priceLessThan55_AWS::Lambda.",2023-04-18 22:22,"On 2023-04-18 22:22, a latency issue with severity 0.07 was detected. Root Cause Node: lambda_step_priceLessThan55_AWS::Lambda, Target Node: PetSite, Affected Metric: availability_Average. Path: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda']","On 2023-04-18 22:22, a latency issue was detected. The issue had a severity of 0.07, with 'lambda_step_priceLessThan55_AWS::Lambda' identified as the root cause and 'PetSite' as the target. The affected metric was 'availability_Average'. The path involved: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda']."
lambdastatusupdater_AWS::Lambda::Function,lambdastatusupdater_AWS::Lambda,latency,0.083424079,latency_p99,"['PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage', 'lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function']",0_41,"The path of the issue is from PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage, through lambdastatusupdater_AWS::Lambda, to lambdastatusupdater_AWS::Lambda::Function.",2023-04-18 22:22,"On 2023-04-18 22:22, a latency issue with severity 0.08 was detected. Root Cause Node: lambdastatusupdater_AWS::Lambda, Target Node: lambdastatusupdater_AWS::Lambda::Function, Affected Metric: latency_p99. Path: ['PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage', 'lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function']","On 2023-04-18 22:22, a latency issue was detected. The issue had a severity of 0.08, with 'lambdastatusupdater_AWS::Lambda' identified as the root cause and 'lambdastatusupdater_AWS::Lambda::Function' as the target. The affected metric was 'latency_p99'. The path involved: ['PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage', 'lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function']."
AWS::StepFunctions::StateMachine,StepFnStateMachine76D362E8-T67Tg48ke8oK_client,latency,0.097109598,latency_p99,"['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda']",0_3,"The path of the issue is from StepFnStateMachine76D362E8-T67Tg48ke8oK_client, through AWS::StepFunctions::StateMachine, to lambda_step_priceLessThan55_AWS::Lambda.",2023-04-18 22:22,"On 2023-04-18 22:22, a latency issue with severity 0.10 was detected. Root Cause Node: StepFnStateMachine76D362E8-T67Tg48ke8oK_client, Target Node: AWS::StepFunctions::StateMachine, Affected Metric: latency_p99. Path: ['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda']","On 2023-04-18 22:22, a latency issue was detected. The issue had a severity of 0.10, with 'StepFnStateMachine76D362E8-T67Tg48ke8oK_client' identified as the root cause and 'AWS::StepFunctions::StateMachine' as the target. The affected metric was 'latency_p99'. The path involved: ['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda']."
lambda_step_readDDB_AWS::Lambda,AWS::StepFunctions::StateMachine,latency,0.065588863,latency_p50,"['AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB']",2_38,"The path of the issue is from AWS::StepFunctions::StateMachine, through lambda_step_readDDB_AWS::Lambda to lambda_step_readDDB_AWS::Lambda::Function, to lambda_step_readDDB.",2023-04-19 5:27,"On 2023-04-19 5:27, a latency issue with severity 0.07 was detected. Root Cause Node: AWS::StepFunctions::StateMachine, Target Node: lambda_step_readDDB_AWS::Lambda, Affected Metric: latency_p50. Path: ['AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB']","On 2023-04-19 5:27, a latency issue was detected. The issue had a severity of 0.07, with 'AWS::StepFunctions::StateMachine' identified as the root cause and 'lambda_step_readDDB_AWS::Lambda' as the target. The affected metric was 'latency_p50'. The path involved: ['AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB']."
petlistadoptions_AWS::ECS::Fargate,PetSite,latency,0.119715841,latency_p95,"['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']",2_17,"The path of the issue is from PetSite, through petlistadoptions_AWS::ECS::Fargate to PetSearch_AWS::ECS::Fargate, to 169.254.170.2_remote.",2023-04-19 5:27,"On 2023-04-19 5:27, a latency issue with severity 0.12 was detected. Root Cause Node: PetSite, Target Node: petlistadoptions_AWS::ECS::Fargate, Affected Metric: latency_p95. Path: ['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']","On 2023-04-19 5:27, a latency issue was detected. The issue had a severity of 0.12, with 'PetSite' identified as the root cause and 'petlistadoptions_AWS::ECS::Fargate' as the target. The affected metric was 'latency_p95'. The path involved: ['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']."
lambda_step_readDDB_AWS::Lambda,DynamoDB_AWS::DynamoDB,latency,0.096131058,latency_p99,"['lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'DynamoDB_AWS::DynamoDB']",0_20,"The path of the issue is from lambda_step_readDDB_AWS::Lambda, through lambda_step_readDDB_AWS::Lambda::Function to lambda_step_readDDB, to DynamoDB_AWS::DynamoDB.",2023-04-18 22:22,"On 2023-04-18 22:22, a latency issue with severity 0.10 was detected. Root Cause Node: DynamoDB_AWS::DynamoDB, Target Node: lambda_step_readDDB_AWS::Lambda, Affected Metric: latency_p99. Path: ['lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'DynamoDB_AWS::DynamoDB']","On 2023-04-18 22:22, a latency issue was detected. The issue had a severity of 0.10, with 'DynamoDB_AWS::DynamoDB' identified as the root cause and 'lambda_step_readDDB_AWS::Lambda' as the target. The affected metric was 'latency_p99'. The path involved: ['lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'DynamoDB_AWS::DynamoDB']."
